Make,Broad.phase.of.flight,Incident Count
Mccormick,Maneuvering,1
Mccoy,Approach,1
Mccoy,Go-around,1
Mccoy,Takeoff,2
Mccoy Robert-michael,Cruise,1
Mcculley Ronald,Unknown,1
Mcculloch,Cruise,2
Mcculloch,Descent,1
Mcculloch,Landing,2
Mcculloch,Maneuvering,2
Mcculloch,Takeoff,3
Mcculloch,Taxi,1
Mccullough,Takeoff,1
Mccurry,Approach,1
Mccutchan,Approach,1
Mcdaniels,Landing,1
Mcdonald,Cruise,1
Mcdonald,Maneuvering,1
Mcdonald Douglas,Standing,1
Mcdonnell Douglas,Approach,31
Mcdonnell Douglas,Climb,40
Mcdonnell Douglas,Cruise,65
Mcdonnell Douglas,Descent,26
Mcdonnell Douglas,Go-around,3
Mcdonnell Douglas,Landing,85
Mcdonnell Douglas,Maneuvering,33
Mcdonnell Douglas,Other,2
Mcdonnell Douglas,Standing,25
Mcdonnell Douglas,Takeoff,71
Mcdonnell Douglas,Taxi,47
Mcdonnell Douglas,Unknown,98
Mcdonnell Douglas Helicopter,Maneuvering,1
Mcdonnell Douglas Helicopters,Cruise,1
Mcdonnell-douglas,Climb,1
Mcdonnell-douglas,Takeoff,1
Mcdougall,Cruise,1
Mcentee,Cruise,1
Mcewen Dick,Cruise,1
Mcfarland,Cruise,1
Mcfarland,Landing,1
Mcfarland,Maneuvering,1
"Mcfaul, Daniel D.",Takeoff,1
Mcholland,Landing,1
Mcilraith,Cruise,1
Mcilraith,Go-around,1
Mcilraith,Takeoff,1
Mcinroy,Takeoff,1
Mcintosh,Landing,1
Mckean,Climb,1
Mckenzie,Landing,1
Mckibben,Takeoff,1
Mckinley Eaa,Landing,1
Mckinnis,Climb,1
Mclachlan,Cruise,1
Mclane,Takeoff,1
Mclarty,Maneuvering,1
Mclaughlin,Landing,1
Mclaughlin,Takeoff,1
Mcmillan,Takeoff,1
Mcmillin,Takeoff,1
Mcmurtrie,Approach,1
Mcnabb,Approach,1
Mcnicholas,Takeoff,1
Mcnulty,Landing,1
Mcpherson,Cruise,1
Mcquen,Cruise,1
Mcrae,Maneuvering,1
Mcreynolds,Climb,1
Mcwhorter,Takeoff,1
Md Helicopter,Approach,1
Md Helicopter,Unknown,5
Md Helicopter Inc.,Landing,1
Md Helicopters,Landing,1
Md Helicopters,Unknown,1
Md Helicopters Inc.,Other,1
"Md Helicopters, Inc.",Maneuvering,2
Mdhi,Cruise,1
Mdhi,Takeoff,1
Mead,Takeoff,1
Meador,Cruise,1
Meadows,Landing,1
Meeker,Landing,1
Meester,Maneuvering,1
Meeuwsen,Takeoff,1
Meeuwsen Gordon,Taxi,1
Mejia,Landing,1
Melenyk,Cruise,1
Mellema,Landing,1
Mellema,Takeoff,1
Melton,Cruise,1
Mendenhall,Landing,1
Menear Pitts,Climb,1
Menees,Climb,1
Menefee,Climb,1
Menzies,Landing,1
Mercer,Other,1
Mercer,Unknown,1
Merchant,Cruise,1
Mercury,Cruise,1
Merit Aviation Llc,Unknown,1
Merkel,Cruise,1
Merle Musson,Takeoff,1
Merlin,Go-around,1
Merritt,Takeoff,2
Meshko Zenair,Cruise,1
Messerschmitt,Approach,1
Messerschmitt,Takeoff,1
Messerschmitt-boelkow-blohm,Approach,1
Messerschmitt-bolkow-blohm,Takeoff,1
Messing Roy,Approach,1
Mestas Felix R,Takeoff,1
Meyer,Cruise,2
Meyer,Maneuvering,1
Meyer,Takeoff,1
Meyers,Takeoff,2
Meyers Aircraft Co.,Approach,1
Meyers Aircraft Co.,Cruise,3
Meyers Aircraft Co.,Landing,2
Meyers Aircraft Co.,Maneuvering,1
Meyers Aircraft Co.,Takeoff,2
Meyers Aircraft Co.,Taxi,1
Micalizio,Taxi,1
Micco Aircraft Company,Landing,1
Micco Aircraft Company,Unknown,1
Michael A. Watson,Unknown,1
Michael Allen Brown,Takeoff,1
Michael C. Quigley,Approach,1
Michael Cans,Unknown,1
Michael Conner,Taxi,1
Michael D. Mansfield,Maneuvering,1
Michael E. Nourse,Landing,1
Michael J. Kohout,Unknown,1
Michael L. Luckey,Landing,1
Michael L. Thibault,Climb,1
Michael Moneyhan,Landing,1
Michael Muratore,Unknown,1
Michael S. Logan,Unknown,1
Michael W. Campbell,Takeoff,1
Michaelian,Unknown,1
Michaud,Takeoff,1
Mickelson,Cruise,1
Micket,Climb,1
Mid State Ultra Light,Landing,1
Midget,Go-around,1
Midget,Landing,1
Midget Mustang,Cruise,1
Midwest Microlites -,Approach,1
Miehl,Takeoff,1
Mielec,Cruise,1
Mignet,Maneuvering,1
Mihlebach,Landing,1
Mike Smilee,Cruise,1
Mike Stone,Other,1
Mikowski,Maneuvering,1
Mikoyan,Takeoff,1
Mikoyan Gurevich,Climb,1
Mikoyan Mig,Climb,1
Mikoyan Mig,Cruise,1
Mikoyan Mig,Landing,2
Mil,Maneuvering,1
Mil Design Bureau,Unknown,1
Milentz,Takeoff,1
Miles Atwood,Takeoff,1
Mileski,Unknown,1
Milholland,Unknown,1
Miller,Approach,3
Miller,Cruise,2
Miller,Descent,1
Miller,Landing,2
Miller,Maneuvering,1
Miller,Takeoff,8
Miller Air Sports,Unknown,1
"Miller, John",Landing,1
"Miller, Terry W.",Takeoff,1
Miller/bell,Cruise,1
Milliken,Maneuvering,1
"Milner, Dick G",Takeoff,1
Miltenberger,Unknown,1
Mince,Cruise,1
Miner,Maneuvering,1
Mingess-bennett,Maneuvering,1
Mini Ace,Taxi,1
Mini-MAX,Unknown,1
Minicab,Landing,1
Minkler,Maneuvering,1
Mino,Landing,1
Mintz,Climb,1
Mirsepasy,Landing,1
Mirsepasy,Unknown,1
Mischanko,Unknown,1
Mistretta,Approach,1
Mitchell,Approach,2
Mitchell,Cruise,2
Mitchell,Descent,1
Mitchell,Go-around,1
Mitchell,Maneuvering,5
Mitchell,Standing,1
Mitchell,Takeoff,1
Mitchell Aircraft Corp,Climb,1
Mitchell Harvey,Takeoff,1
Mitchell Ronald A,Maneuvering,1
Mitchell/bede,Takeoff,1
Mitsubishi,Approach,21
Mitsubishi,Climb,9
Mitsubishi,Cruise,22
Mitsubishi,Descent,2
Mitsubishi,Go-around,1
Mitsubishi,Landing,28
Mitsubishi,Maneuvering,5
Mitsubishi,Standing,3
Mitsubishi,Takeoff,24
Mitsubishi,Taxi,4
Mitsubishi,Unknown,10
Mitteer,Approach,1
Mize Donald,Climb,1
Mk Ii,Maneuvering,1
Mobi-light,Unknown,1
Mockler,Maneuvering,1
Mockrud,Takeoff,1
Mocock,Takeoff,1
Modrow,Cruise,1
Moeckel,Takeoff,1
"Moffitt, William A.",Cruise,1
Mohr,Cruise,1
Mohr,Landing,2
Molino Oy,Approach,3
Molino Oy,Cruise,1
Molino Oy,Go-around,1
Molino Oy,Takeoff,1
Molino Oy,Unknown,1
Monaghan,Landing,1
Monard,Maneuvering,1
Moncrief,Approach,1
Monerai,Approach,2
Monett,Takeoff,1
Monett-keating,Other,1
Mong,Takeoff,2
Mong Sport,Approach,1
Mong Sport,Maneuvering,1
Moni,Takeoff,1
Monke,Takeoff,1
Monnet,Cruise,1
Monnett,Climb,1
Monnett,Cruise,2
Monnett,Landing,1
Monnett,Maneuvering,1
Monnett,Takeoff,4
Monnett - Larsen,Maneuvering,1
Monocoupe,Landing,4
Monocoupe,Maneuvering,1
Monocoupe Aircraft,Approach,1
Monocoupe Aircraft,Descent,1
Monocoupe Aircraft,Landing,4
Monocoupe Aircraft,Maneuvering,1
Monocoupe Aircraft,Takeoff,2
Montana,Descent,1
Montgomery,Cruise,1
Montgomery,Taxi,1
Moody,Approach,2
Moon,Unknown,1
Mooney,Approach,132
Mooney,Climb,76
Mooney,Cruise,253
Mooney,Descent,35
Mooney,Go-around,31
Mooney,Landing,226
Mooney,Maneuvering,54
Mooney,Standing,6
Mooney,Takeoff,181
Mooney,Taxi,15
Mooney,Unknown,83
Mooney Aircraft,Approach,1
Mooney Aircraft Corp,Go-around,1
Mooney Aircraft Corp.,Cruise,1
Mooney Aircraft Corporation,Unknown,1
"Mooney, Dan",Maneuvering,1
Moore,Cruise,1
Moore,Landing,1
Moore,Maneuvering,2
Moore,Other,1
Moore,Takeoff,2
Moore Bell,Landing,1
Moore Sammie,Maneuvering,1
Moore-van,Maneuvering,1
Moran,Landing,1
Moran,Takeoff,1
Morane-Saulnier,Unknown,1
Morane-saulnier,Approach,1
Morane-saulnier,Maneuvering,1
Morane-saulnier,Standing,1
Morane-saulnier,Takeoff,1
Moravan,Approach,1
Moravan,Maneuvering,2
Moravan,Taxi,1
Moravan,Unknown,1
Morehead,Unknown,1
Morelli,Maneuvering,1
Morgan,Approach,1
Morgan,Descent,1
Morgan,Maneuvering,3
Morgan T. Melton,Approach,1
"Morgan, Marvin R.",Landing,1
Mork,Approach,1
Morley,Approach,1
Morphew,Maneuvering,1
Morris,Landing,1
Morris B. Stephens,Takeoff,1
Morris George,Unknown,1
Morrisey,Approach,3
Morrisey,Cruise,3
Morrisey,Descent,1
Morrisey,Maneuvering,1
Morrisey,Takeoff,1
Morrison,Approach,2
Morrison,Landing,1
Morrison,Takeoff,1
Morrison,Unknown,2
"Morrison, Marvin E.",Takeoff,1
Morrison-keitel,Maneuvering,1
Morrow,Landing,1
Morrow,Maneuvering,1
Morse,Takeoff,1
Mortensen,Maneuvering,1
Morton,Approach,1
Morton,Cruise,1
Morton,Takeoff,1
Morton S. Dismuke,Taxi,1
Moseler,Cruise,1
Moseley/scorpion,Maneuvering,1
Mosher,Takeoff,1
Mosley High School,Approach,1
Mosley Hs,Takeoff,1
Moss Timothy C,Approach,1
Motley Vans,Maneuvering,1
Motorized Gliders,Takeoff,1
Mottier,Takeoff,1
Moyes,Takeoff,1
Moyes Bailey,Unknown,1
Mrazek,Cruise,1
Mrotek,Approach,1
Mudry,Maneuvering,1
Mueller,Cruise,1
Mueller,Maneuvering,1
Mueller,Takeoff,1
Mulholland,Landing,1
Mulligan,Go-around,1
Mullinax,Takeoff,1
Mumm,Maneuvering,1
Munson,Unknown,1
Murawski,Cruise,1
Murch,Approach,1
Murdock,Landing,1
Murdock/gates/field,Maneuvering,1
Murphey,Maneuvering,1
Murphy,Cruise,2
Murphy,Landing,3
Murphy,Unknown,3
Murphy Aircraft,Cruise,1
Murphy Aircraft,Unknown,3
"Murphy Aircraft Mfg, Ltd.",Approach,1
Murphy-charles,Maneuvering,1
Murray,Climb,1
Murray,Landing,1
Murray,Unknown,1
Murray R. Gardner,Cruise,1
Murrayair,Maneuvering,1
Murrayair,Standing,1
Murrin Frederick L,Go-around,1
Muse,Unknown,1
Musick/terratorn,Maneuvering,1
Musso,Cruise,1
Mustang,Maneuvering,2
Mustari,Climb,1
Muxlow,Takeoff,1
Myers,Approach,1
Myers,Landing,2
Myers,Takeoff,3
N126C LLC,Unknown,1
NADIG PAUL K,Unknown,1
NAGEL,Unknown,1
NAKAJIMA,Unknown,1
NALIS,Unknown,1
NANCHANG,Unknown,4
NANCHANG CHINA,Unknown,6
NAPPI TITO C,Unknown,1
NASA AMES RESEARCH CENTER,Unknown,1
NASDALLA,Unknown,1
NATIONAL BALLOONING,Unknown,1
NATIONAL BALLOONING LTD,Unknown,1
NAVAL AIRCRAFT FACTORY,Unknown,1
NAVION,Unknown,16
NBB INC,Unknown,1
NEBERT,Unknown,1
NEIVA,Unknown,2
NELAND RICHARD L,Unknown,1
NELSEN LYNN H,Unknown,1
NELSON,Unknown,3
NELSON DAN H,Unknown,1
NELSON LARRY L,Unknown,1
NELSON STEVEN PAUL,Unknown,1
NELSON SYDNEY,Unknown,1
NELSON SYDNEY/NELSON DIANN,Unknown,1
NEPHEW ALAN H,Unknown,1
NEW KOLB AIRCRAFT CO,Unknown,1
NEW KOLB AIRCRAFT CO LLC,Unknown,1
NEW PIPER,Unknown,2
NEW PIPER AIRCRAFT INC,Unknown,6
NEW STANDARD,Unknown,1
"NEWGENT, BARRY",Unknown,1
NEWKIRK THOMAS RAY,Unknown,1
NEWMANN EDWARD W,Unknown,1
NICHOLS,Unknown,1
NICHOLSON DAVID F,Unknown,1
NICKEL,Unknown,1
NIELSEN MARTIN M,Unknown,1
NOKES MATTHEW,Unknown,1
NOLES VANCE L,Unknown,1
NOLIN,Unknown,1
NOORDUYN,Unknown,1
NORD,Unknown,2
NORDQUIST RICHARD A,Unknown,1
NORMAN,Unknown,1
NORTH AMERICAN,Unknown,79
NORTH AMERICAN-MEDORE,Unknown,1
NORTH AMERICAN/AERO CLASSICS,Unknown,3
NORTH AMERICAN/SCHWAMM,Unknown,1
NORTH AMERICAN/VICTORIA MNT LT,Unknown,1
NORTH WING,Unknown,5
NORTH WING DESIGN,Unknown,1
NORTH WING UUM INC,Unknown,5
NORTH WING UUM INC.,Unknown,1
NORTHLAND AVIATION LLC,Unknown,1
NORTHROP,Unknown,1
NORTHWING,Unknown,4
NORTHWING DESIGN,Unknown,4
NORTON CLAUDE C,Unknown,1
NTBK,Unknown,1
NUSBAUM,Unknown,1
NUSE GEORGE,Unknown,1
Na,Climb,1
Naaman Haren,Landing,1
Nabole,Takeoff,1
Nall,Descent,1
Nanchang,Cruise,3
Nanchang,Landing,1
Nanchang,Maneuvering,4
Nanchang,Standing,1
Nanchang,Unknown,2
Nanchang China,Cruise,1
Napper,Maneuvering,1
Narrin-whittman,Takeoff,1
Narzinski,Cruise,1
Nash Cassutt Racer,Cruise,1
National Balloon,Landing,3
National Ballooning,Climb,1
National Ballooning Ltd,Landing,1
Nations,Maneuvering,1
Nauer,Cruise,1
Naval Aircraft Factory,Cruise,1
Naval Aircraft Factory,Landing,4
Naval Aircraft Factory,Maneuvering,2
Naval Aircraft Factory,Takeoff,4
Naval Aircraft Factory,Unknown,1
Navickas,Cruise,1
Navion,Approach,9
Navion,Climb,2
Navion,Cruise,16
Navion,Descent,3
Navion,Go-around,2
Navion,Landing,8
Navion,Maneuvering,2
Navion,Takeoff,18
Navion,Taxi,1
Navion,Unknown,2
Navy,Landing,1
Neal,Maneuvering,1
Neal Anderson,Landing,1
Needham,Landing,1
Needham,Unknown,1
Neefjes,Unknown,1
Neely B D,Landing,1
Neff,Cruise,1
Neiva,Unknown,1
Nelsen-david,Maneuvering,1
Nelson,Climb,1
Nelson,Landing,2
Nelson,Takeoff,1
Nelson Miles,Unknown,1
Nelson/nelson,Landing,1
Nerstrom-tailwind,Maneuvering,1
Nesmith,Landing,1
Netz,Cruise,1
Neumann-everett,Maneuvering,1
New,Landing,1
New,Takeoff,1
New Glasair,Unknown,1
New Piper,Takeoff,1
"New Piper Aircraft, Inc.",Landing,1
New Standard,Landing,3
Newberg,Landing,1
Newbold,Unknown,1
Newcomer,Unknown,1
Newell,Cruise,1
Newell Thomas,Takeoff,1
Newgard,Takeoff,1
Neyman-pietenpol,Maneuvering,1
Nicely,Cruise,1
"Nichols Rans, Inc.",Unknown,1
Nicholson,Climb,1
Nicholson,Go-around,1
Nicholson,Maneuvering,1
Nicholson,Takeoff,1
Nicholson,Unknown,1
Nickel,Approach,1
Nickelson Martin,Takeoff,1
Nicks,Approach,1
Nicolas Beasely,Takeoff,1
Nicolosi,Descent,1
Nicoson,Cruise,1
Niedzielski,Maneuvering,1
Niemann,Landing,1
Nihon,Approach,3
Nihon,Landing,2
Nihon,Maneuvering,1
Nihon,Takeoff,1
Nihon,Unknown,1
Niquette,Takeoff,1
Niva,Takeoff,1
Nix,Unknown,1
Nixon,Takeoff,1
No American/rogers B L,Maneuvering,1
Noakes B J,Cruise,1
Noble,Approach,1
Noble,Cruise,1
Noble,Takeoff,1
Noe,Landing,1
Nolan,Cruise,1
Nolan,Unknown,1
Nolen,Takeoff,1
Nolen,Unknown,1
Nolley,Climb,1
Nolley,Maneuvering,1
Noonan,Cruise,1
Noorduyn Aviation,Takeoff,1
Norcutt,Takeoff,1
Nord,Approach,1
Nord,Takeoff,1
Nord (SNCAN),Unknown,1
Nord (sncan),Approach,2
Nord (sncan),Cruise,1
Nord (sncan),Landing,2
Nord (sncan),Maneuvering,1
Nord (sncan),Takeoff,3
Nord Aviation,Climb,1
Norman Negus,Go-around,1
Norris,Unknown,1
North American,Approach,15
North American,Climb,12
North American,Cruise,40
North American,Descent,8
North American,Go-around,3
North American,Landing,74
North American,Maneuvering,62
North American,Standing,2
North American,Takeoff,47
North American,Taxi,15
North American,Unknown,26
North American Aviation Div.,Takeoff,2
North American Rockwell,Unknown,1
North American Rockwell Corp.,Approach,1
North American Rockwell Corp.,Climb,1
North American Rockwell Corp.,Takeoff,2
North American Rockwell Corp.,Unknown,1
North American-aero Classics,Cruise,1
North American-barene,Landing,1
North American-kenney,Takeoff,1
North American-maslon,Takeoff,1
North American/aero Classics,Maneuvering,1
North Wing,Maneuvering,1
North Wing,Unknown,4
North Wing UUM INC,Unknown,1
Northam,Maneuvering,1
Northrop,Cruise,1
Northrop,Descent,1
Northrop,Maneuvering,1
Northrop,Takeoff,1
Northrop,Unknown,1
Northwing,Climb,1
Northwing,Landing,1
Northwing Design,Takeoff,1
Norton,Climb,1
Norton/cloeren,Unknown,1
Noteman,Cruise,1
Nunley,Unknown,1
Nunn,Takeoff,1
Nye,Takeoff,1
O Loughlin,Climb,1
O'DELL,Unknown,1
O'connell,Landing,1
O'connell,Takeoff,1
O'connor,Maneuvering,1
O'connor,Takeoff,1
O'day,Approach,1
"O'dell, Herbert L.",Takeoff,1
O'donnell,Landing,1
O'hara Bob,Approach,1
O'neil,Maneuvering,1
OAS,Unknown,1
OCONNOR PAUL A,Unknown,1
ODEN WELDON PAT,Unknown,1
OFFCHISS EDWARD R,Unknown,1
OGG RICHARD A,Unknown,1
OHLGREN,Unknown,1
OHLGREN BRENT E,Unknown,1
OLIVER,Unknown,1
OLIVER A BRUCE,Unknown,1
OLIVER JOSEPH,Unknown,1
OLIVER LAWRENCE R,Unknown,1
OLMSTED CHARLES A,Unknown,1
OLSON,Unknown,1
OLSON KENNETH H T,Unknown,1
OLSON PERRY D,Unknown,1
OMLIN ROBERT G,Unknown,1
ORLICAN S R O,Unknown,1
OSPREY,Unknown,1
OSTERTAG WALTER G,Unknown,1
OTT,Unknown,1
OTTERBACK,Unknown,1
OTTERBACK NICHOLAS J,Unknown,1
OWEN,Unknown,1
OWEN KINGSLEY B,Unknown,1
OWENS,Unknown,1
Oakes,Maneuvering,1
Oar,Takeoff,1
Obryon,Takeoff,1
Oconnell,Taxi,1
Oehling,Landing,1
Oestreich,Landing,1
Offord,Landing,1
Ofria,Takeoff,1
Ogden Aubrey D,Landing,1
Ohlemeier/stratton,Landing,1
Oldfield,Takeoff,1
Olree Robert,Approach,1
Olsen,Approach,1
Olsen,Maneuvering,1
Olsen-gordon,Approach,1
Olson,Cruise,1
Olson,Landing,2
Olson,Maneuvering,1
Omac,Landing,1
Omf,Landing,1
Omf,Standing,1
Omf,Unknown,1
Oneil,Takeoff,1
Ontario Avia. Hist. Soc.,Takeoff,1
Oo-culley,Climb,1
Oostdik,Takeoff,1
Opperman,Maneuvering,1
Opus Motorsports Llc,Maneuvering,1
Oregon Helicopters,Maneuvering,1
Orlando Heli Air Inc.,Landing,1
Orlican,Unknown,1
Orr,Cruise,1
Ortiz G/saint J,Cruise,1
Ortmayer/parson,Taxi,1
Osborne,Unknown,1
Osprey,Approach,1
Osprey,Takeoff,1
Osprey 2,Unknown,1
Otero-pitts,Approach,1
Otis,Maneuvering,1
Otis G. Lyons,Takeoff,1
Ouzts Rodney,Unknown,1
Oveross,Takeoff,1
Overton,Maneuvering,1
Owen Robert R,Cruise,1
Owens/richburg,Approach,1
Owens/smyth,Descent,1
P Z L -WARSZAWA-CNPSL,Unknown,1
P&M AVIATION LTD,Unknown,3
P&M AVIATION LTD.,Unknown,1
P&M Aviation,Unknown,1
P&M Aviation LTD,Unknown,1
P. D. Chambers,Takeoff,1
PAC,Unknown,1
PACIFIC AEROSPACE CORP LTD,Unknown,3
PACIFIC AEROSPACE LTD,Unknown,1
PAGE JOSEPH E,Unknown,1
PAGE RUSSELL L,Unknown,1
PAHNKE VERNON A,Unknown,1
PALEN,Unknown,1
PALMER,Unknown,1
PAQUIN MICHAEL A,Unknown,1
PARADISE AIRCRAFT USA LLC,Unknown,1
PARADISE USA LLC,Unknown,1
PARKER,Unknown,3
PARKS J L/DREFFIN D,Unknown,1
PARKS JERRY R,Unknown,1
PARKS RICHARD A,Unknown,1
PARLETTE ROBERT L,Unknown,1
PARSONS,Unknown,1
PARTENAVIA,Unknown,4
PARTENAVIA S.P.A.,Unknown,1
PARTENAVIA SPA,Unknown,1
PAUL GAYWOOD E,Unknown,1
PAUL R SEIPT,Unknown,1
PAVEL,Unknown,1
PAVEL VAGNER,Unknown,1
PAYNE STEVEN R,Unknown,1
PAYNE/FOSTER,Unknown,1
PAZMANY,Unknown,1
PDPS PZL-BIELSKO,Unknown,4
PEARSON JON M,Unknown,1
PECK NORMAN O,Unknown,1
PEDERSEN BJARNE MARTIN,Unknown,1
PEET CHARLES,Unknown,1
PEGASUS,Unknown,2
PEKOLA JAMES W,Unknown,1
PENELL MARK A,Unknown,1
PENSINGER,Unknown,1
PEPPERD GREG J,Unknown,1
PERFORMER,Unknown,1
PERNER/PITTS,Unknown,1
PERTH AMBOY,Unknown,2
PERYERA ARNET,Unknown,1
PETER W STEVENS,Unknown,1
PETERSON ALLEN L,Unknown,1
PETERSON-FEDER-SPLINTER,Unknown,1
PETRUS DAVID WAYNE,Unknown,1
PEZETEL,Unknown,1
PF CUB FLYERS LLC,Unknown,1
PFLUGRADT,Unknown,1
PFOUTS ALFRED L,Unknown,1
PHANTOM,Unknown,1
PHANTOM AERONAUTICS,Unknown,1
PHANTOM AIRCRAFT CO,Unknown,1
PHELPS,Unknown,1
PHILIP D ANDERSON,Unknown,1
PHILLIP B ROLLS,Unknown,1
PHILLIPS,Unknown,2
PHILLIPS RALPH W,Unknown,1
PHILLIPS WILLIAM L,Unknown,1
PHOENIX AIR SRO,Unknown,1
PIAGGIO,Unknown,8
PIAGGIO AERO INDUSTRIES SPA,Unknown,1
PIASECKI/PIKE,Unknown,1
PICARD ROY J,Unknown,1
PIEL,Unknown,2
"PIERCE, HENRY",Unknown,1
PIETENPOL,Unknown,5
PIGGOTT JOHN H,Unknown,2
PIK,Unknown,1
PILATUS,Unknown,22
PILATUS AIRCRAFT LTD,Unknown,8
PILATUS BRITTEN-NORMAN,Unknown,1
PILGRIM SAMUEL W JR,Unknown,1
PINKSTON RANDY T,Unknown,1
PIONEER,Unknown,1
PIONTKOWSKI,Unknown,1
PIPER,Unknown,2841
PIPER / LAUDEMAN,Unknown,1
PIPER AIRCRAFT,Unknown,4
PIPER AIRCRAFT CORPORATION,Unknown,8
PIPER AIRCRAFT INC,Unknown,27
"PIPER AIRCRAFT, INC.",Unknown,1
PIPER-HARRIS,Unknown,1
PIPER/CUB CRAFTERS,Unknown,3
PIPER/WALLY'S FLYERS INC,Unknown,1
PIPISTREL,Unknown,4
PIPISTREL D O O,Unknown,1
PIPISTREL DOO AJDOVSCINA,Unknown,4
PIPISTREL ITALIA S R L,Unknown,1
PITCAIRN,Unknown,2
PITTMAN EDDIE G,Unknown,1
PITTS,Unknown,13
PITTS AEROBATICS,Unknown,3
PITTS SPECIAL,Unknown,1
POE G L/POE S Y,Unknown,1
POHOSKI,Unknown,1
POLLACK,Unknown,1
PONGRACZ JOHN M,Unknown,1
POOL,Unknown,1
POOLE ROBERT C JR,Unknown,1
PORBECK JOHN M,Unknown,1
PORRATA LUIS G,Unknown,1
PORTER JAMES GRANT,Unknown,2
POST,Unknown,1
POTEZ-AIR FOUGA,Unknown,1
POWERCHUTE,Unknown,1
POWRACHUTE,Unknown,4
POWRACHUTE CORP,Unknown,1
POWRACHUTE LLC,Unknown,2
PPHU EKOLOT,Unknown,2
PRECISION HELICOPTERS LLC,Unknown,1
PREISS VANS,Unknown,1
PRENDERGAST JOHN/VANS,Unknown,1
PRESCOT E. WILKIE,Unknown,1
PRICHARD KEVIN,Unknown,1
PRIDMORE,Unknown,1
PRIZIO,Unknown,1
PROBST,Unknown,1
PROGRESSIVE AERODYNE INC,Unknown,5
PRUSS RICHARD S,Unknown,1
PULSE,Unknown,1
PURTEE KEVIN M,Unknown,1
PYKA INC,Unknown,1
PZL,Unknown,1
PZL BIELSKO,Unknown,1
PZL MIELEC,Unknown,4
PZL OKECIE,Unknown,1
PZL SWIDNIK,Unknown,1
PZL Warszawa-Okecie,Unknown,1
PZL-BIELSKO,Unknown,1
PZL-SWIDNIK,Unknown,5
PZL-Swidnik,Unknown,1
Pace,Takeoff,1
Pacheco,Landing,1
Pacific Aerospace Corp,Unknown,1
Pacific Aviation Composites,Approach,1
Packard/squire,Cruise,1
Packwood,Takeoff,1
Padelt,Approach,1
Pagan,Landing,1
Page,Takeoff,2
Paiement,Cruise,1
Paige,Takeoff,1
Painton,Maneuvering,1
Palen,Maneuvering,1
Palen,Takeoff,3
Palermo,Approach,1
Palmer,Approach,1
Palmer,Takeoff,1
Palmer,Unknown,1
Palmer/wilgus,Landing,1
Palulis John,Maneuvering,1
Panaplane,Takeoff,1
Pank,Climb,1
Panzl,Cruise,1
"Papa 51 Ltd., Co.",Maneuvering,1
Para-sail,Maneuvering,1
Parachute Icarus,Unknown,1
Park,Cruise,1
Park,Takeoff,1
Parker,Cruise,2
Parker,Landing,1
Parker,Maneuvering,2
Parker Warren,Climb,1
Parkman,Takeoff,1
Parks,Landing,1
Parks,Takeoff,1
"Parkwood Enterprises, Inc",Climb,1
Parrigin,Maneuvering,1
Parrish,Approach,1
"Parrish, Paul",Approach,1
Parson,Maneuvering,1
Parsons,Approach,1
Parsons,Landing,1
Parsons,Maneuvering,2
Parsons,Takeoff,3
Partenavia,Approach,2
Partenavia,Cruise,3
Partenavia,Descent,2
Partenavia,Maneuvering,1
Partenavia,Standing,1
Partenavia,Takeoff,1
Partenavia,Unknown,2
Pascucci,Landing,1
"Pasporello, J.f.",Maneuvering,1
Passadori Norman,Maneuvering,1
Passonno,Maneuvering,1
Patalivo,Taxi,1
Patch Dan F,Approach,1
Pate,Takeoff,1
Patin,Takeoff,1
Patrick F. Bowers,Cruise,1
Patrick Henry,Landing,1
Patton Pitts,Landing,1
Paul,Unknown,1
Paul B. Johnson,Unknown,1
Paul E. Conner,Takeoff,1
Paul M. F. Walker,Maneuvering,1
Paul Pajak,Approach,1
Paul S. Kerr,Go-around,1
Paulbicke,Cruise,1
Paulick,Takeoff,1
Paulistinha  56-C1,Unknown,1
Pavel Vagner,Unknown,1
Pavliga,Approach,1
Paxhia,Taxi,1
Paxton,Maneuvering,1
Payne,Approach,1
Payne Foster,Landing,1
Pazmany,Maneuvering,1
Pdps Pzl-bielsko,Approach,2
Pdps Pzl-bielsko,Landing,1
Pearson,Landing,1
Pearson,Unknown,1
Peay,Takeoff,1
Pecchio,Unknown,1
Peck,Cruise,1
Peck,Go-around,1
Peck,Unknown,1
Pederson,Maneuvering,1
Peebles/lancair 360,Landing,1
Peecher,Maneuvering,1
Pegasus Aviation,Unknown,1
Pelt,Maneuvering,1
Pennington-eaa Biplane,Landing,1
Penska,Takeoff,1
Pereira,Unknown,1
Peres,Climb,1
Pereyra,Climb,1
Pereyra,Unknown,2
Pergerson,Landing,1
Perkins,Approach,1
Perkins,Landing,1
Perkins,Maneuvering,1
Perlick,Takeoff,1
Perrucci Randall J,Maneuvering,1
Person,Approach,1
Perth Amboy,Landing,2
Perth Amboy,Takeoff,1
Pestes,Maneuvering,1
Peter A Land,Unknown,1
Peter A. Geiser,Landing,1
Peter A. Yarger,Maneuvering,1
Peter Clark,Cruise,1
Peters,Landing,1
Peters,Unknown,1
Peterson,Approach,1
Peterson,Cruise,1
Peterson,Maneuvering,1
Peterson,Takeoff,1
Peterson Lancair,Unknown,1
Petracca,Takeoff,1
